Image,Details
20220121_193524_98.png,"{'GlassBlur': True, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_194950_223.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_193524_494.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_194536_14.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': True, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_193524_822.png,"{'GlassBlur': True, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_194950_238.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': True, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220124_192340_95.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220124_190733_543.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': True, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_194536_124.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220124_185255_44.png,"{'GlassBlur': False, 'RandomContrast': True, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_193524_297.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220124_185640_555.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_194950_267.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': True, 'RandomGamma': False}"
Image,Details
20220124_191739_47.png,"{'GlassBlur': True, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
547298.png,"{'GlassBlur': True, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_194536_280.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': True, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
518704.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': True, 'RandomGamma': False}"
Image,Details
20220121_194950_150.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': True, 'RandomGamma': False}"
Image,Details
20220121_193524_310.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': True}"
Image,Details
20220124_190733_467.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': True, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_193524_320.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220124_185640_459.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_194950_249.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_195309_69.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': True, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_193524_896.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': True, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_193524_1198.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': True, 'RandomGamma': False}"
Image,Details
20220121_195309_5.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220124_192340_105.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': True, 'RandomGamma': False}"
Image,Details
20220121_194536_224.png,"{'GlassBlur': False, 'RandomContrast': True, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220124_185255_113.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': True}"
Image,Details
20220124_185640_500.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
20220121_193524_1040.png,"{'GlassBlur': False, 'RandomContrast': False, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
559792.png,"{'GlassBlur': False, 'RandomContrast': True, 'JpegCompression': False, 'HueSaturationValue': False, 'RandomBrightness': False, 'MotionBlur': False, 'RandomFog': False, 'RandomSunFlare': False, 'RandomGamma': False}"
Image,Details
